review_id	review_text	aspect_terms
2648	the food is tasty and portion sizes are appropriate .	food	portion sizes
1070	a little crowded but they move that line really fast !	
642	enjoy ! ! !	
493	kosher dills are the perfect compliment for your unforgetable sandwich and they give you plenty of them .	kosher dills	sandwich
2694	kudos to po !	
621	the entertainment was great they have shows that go on through out the dinner .	shows	dinner	entertainment
1888	my boyfriend and i were in ny for a few days and pastis was a place that came recommended .	
238	the food is so cheap and the waiters are nice .	food	waiters
1164	the food there is so good that even to order out the wait is incredible .	food	wait
30	the bartender on my most recent visit was so incredibly rude that i will never go back .	bartender
2273	their sushi , kamikaze and other rolls are fresh and well presented .	sushi	kamikaze	rolls
429	for authentic thai food , look no further than toons .	thai food
589	it 's true , you feel like your in a scene from goodfellas .	
289	i read the other review and have to say i had the opposite experience here last sunday .	
1846	the highlight of the night was the mayonaisse for my side of fries i received from one of the food runners , which is not good considering the bill was nearly $100 .	mayonaisse	food runners	bill	fries
958	i choose to go with one of the special , the braised lamb shank in red wine , which was excellent .	braised lamb shank in red wine	special
110	if anyones has doubt of not knowing enough about wines , please check their wine list .	wines	wine list
3514	never again !	
2402	the only concern i have is with the slighly all - business waitstaff who order and throw the food down , rushing you out .	waitstaff	food
1612	have the iced tea .	iced tea
2826	for park avenue i expected so much more .	
3401	small servings for main entree , i had salmon ( wasnt impressed ) girlfriend had chicken , it was good .	salmon	chicken	servings	entree
35	so rude .	
1226	you can actually get 2 salads worth if u take it home and add it to some lettuce !	salads	lettuce
3544	the ambience is very romantic and definitely a good place to bring a date .	ambience	place
2304	they are fast .	
3688	it is far more popular as a bar than as a restaurant , with only a few tables and the waiter being the bartender , but we greatly enjoyed the unobtrusive atmosphere .	bar	tables	waiter	bartender	atmosphere
1182	the food is very good for it 's price , better than most fried dumplings i 've had .	food	price	fried dumplings
1303	there are much better places in ny with better prices .	prices
1064	very neighborhoody , very quick and sufficient .	
212	obv caviar is top of the line but the rest of the menu is so diverse it gives you a chance to taste so manydifferent varietys .	obv caviar	menu
1313	i ate here a week ago and found most dishes average at best and too expensive .	dishes
1647	everything is delicious , though , my gf and i come here once a week sometimes - you will get addicted !	
1982	and i could do without the cigar smoke .	
2902	still , try it once , since if you end up loving the food , it could be one of your best dining experiences .	food	dining experiences
415	i 've waited over one hour for food .	food
2822	other guests enjoyed pizza , santa fe chopped salad and fish and chips .	pizza	santa fe chopped salad	fish and chips
3268	the ambience is very calm and quiet .	ambience
1100	both times i was extremely dissappointed by the service , which was boarderline rude .	service
1510	great deal !	
2338	stay away from the latter since you wo n't go for seconds ( hint hint ) .	
3345	not only does make the best pizza in ny , maybe anywhere .	pizza
1786	the spicy tuna roll is huge and probably the best that i 've had at this price range .	tuna roll	price range
2754	price and quality of fish alone will keep us from making a return visit .	price	fish	quality
1942	our waiter and all of the people helping him were attentive and genuine .	waiter
1894	the place is a bistro which means : simple dishes and wine served efficiently in a bustling atmosphere .	place	dishes	wine	atmosphere	served
153	this is one of the best comfort food places in the city .	comfort food
1346	overall , the ingredients and technique are there and i am encouraged enough to return at lunch or dinner to see whether the boldness of the flavour palette improves .	ingredients	technique	lunch	dinner
3585	i had a huge pastrami sandwich on a roll .	pastrami sandwich
204	though you will undoubtedly be seated at a table with what seems like barely enough room ( no matter what the size of your party ) , the warm atomosphere is worth the cramped quarters - you 'll have fun and forgot about the tight spot you 're in .	table	atomosphere	room	spot
3216	the fish was not fresh and the rice tasted old and stale .	fish	rice
1686	considering their price of $6 . 25 for lunch special , the dish was ridiculously small .	price	dish	lunch special
2419	this is the pinnacle of indian fast food ( all fast foods in my opinion ) .	indian fast food
713	besides , when you have bad service , that 's less money you have to tip .	service	money	tip
2581	we do not need to go to a four - star restaurant anymore .	
97	the wine list is also really nice .	wine list
